Swirly,5,0,Senior,Tabby,Tabby (Gray / Blue / Silver),Medium,Male,"Loyal, Affectionate, Gentle, Smart, Brave, Quiet",,Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs, children.",Short,105,KittyKaretakers of Queens,1,No
Sylvester,5,0,Senior,Domestic Short Hair,Black & White / Tuxedo,Large,Male,"Friendly, Affectionate, Loyal, Playful, Smart, Brave, Curious, Dignified",,Yes,"Vaccinations up to date, spayed / neutered.",,$100.00,"Other cats, dogs, children.",Short,213,Sunset Park Cats,1,No
Oscar,6,0,Adult,Domestic Short Hair & Bengal Mix,Tabby (Leopard / Spotted),Large,Male,"Friendly, Playful, Smart, Brave, Curious, Independent, Funny, Athletic, Dignified",,Yes,"Vaccinations up to date, spayed / neutered.",,$100.00,"Other cats, dogs, children.",Short,121,Sunset Park Cats,1,No
Heather,3,1,Young,Domestic Short Hair,Dilute Tortoiseshell,Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Independent, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,Dogs.,Short,73,Happy Friends Rescue,1,No
Sherlock & Watson,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Gentle, Loyal",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$325.00,,Short,68,Saving Cats & Kittens of Brooklyn,1,No
Bulldog,3,1,Young,Domestic Long Hair,Black & White / Tuxedo,Large,Male,"Friendly, Affectionate, Gentle, Couch potato, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Other cats, children.",$150.00,,Long,249,Bronx Tails Cat Rescue,1,No
Bruno (M) and Marsi (F) - BONDED PAIR,6,0,Kitten,Domestic Short Hair & Tabby Mix,Black,Medium,Male,"Athletic, Friendly, Energetic, Playful, Affectionate, Curious",,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,305,Bronx Tails Cat Rescue,1,No
LEXI N.,3,1,Young,Domestic Short Hair,Tabby (Leopard / Spotted),Small,Female,"Friendly, Affectionate, Loyal, Gentle, Quiet, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,79,Bronx Tails Cat Rescue,1,No
Penny,1,1,Kitten,Dilute Tortoiseshell,Dilute Tortoiseshell,Small,Female,"Playful, Friendly, Gentle",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,39,Who Rescued Who Animal Rescue,1,No
Miss Misstoffelees,6,0,Young,Domestic Short Hair,Black,Medium,Female,", Affectionate, Gentle, Playful, Friendly, Curious, Funny, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,"Dogs, children.",Short,364,AdvoCat Rescue,1,No
Fries & Mash - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Gentle, Curious, Independent, Funny, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229,AdvoCat Rescue,1,No
Mash & Fries - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Playful, Gentle, Curious, Independent, Funny, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229,AdvoCat Rescue,1,No
The Jimmy,6,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,,Short,264,AdvoCat Rescue,1,No
Hermione - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Calico,Medium,Female,,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244,AdvoCat Rescue,1,No
Ron - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244,AdvoCat Rescue,1,No
Harry - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244,AdvoCat Rescue,1,No
Casper,3,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,"Friendly, Affectionate, Smart, Gentle",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,,Short,34,Brooklyn Adoptables,1,No
Sally,3,0,Adult,Bombay,Black,Medium,Female,"Friendly, Playful, Curious, Smart",,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,,Short,34,Brooklyn Adoptables,1,No
Kira,3,0,Young,Calico,Calico,Small,Female,"Friendly, Affectionate, Loyal, Playful, Smart, Curious",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,39,Brooklyn Adoptables,1,No
Pudder,3,0,Young,American Shorthair & Tabby Mix,Tabby (Buff / Tan / Fawn),Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Curious, Funny, Loves kisses",,Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,77,Adopt-A-Buddy,1,No
Stacey,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Friendly, Affectionate, Loves kisses, Gentle, Playful",,Yes,"Vaccinations up to date, spayed / neutered.",Children.,,Other cats.,Short,59,Brooklyn Adoptables,1,No
The Cliffs,4,0,Kitten,Domestic Short Hair,Black,Small,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,Short,68,Animal Life Savers Inc.,1,No
MetroRock,3,0,Kitten,Domestic Short Hair,Black,Small,Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Playful",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,Short,67,Animal Life Savers Inc.,1,No
Vital,5,0,Kitten,Domestic Short Hair,Black,Small,Male,"Affectionate, Friendly, Loyal, Gentle, Playful, Smart",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,Short,67,Animal Life Savers Inc.,1,No
BKB,4,0,Kitten,Domestic Short Hair,Black,Small,Male,"Friendly, Affectionate, Gentle, Playful, Loyal, Smart",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,66,Animal Life Savers Inc.,1,No
Jean and Boots,4,0,Young,Domestic Short Hair,Black & White / Tuxedo,Small,Female,"Friendly, Affectionate, Loyal, Gentle",,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,74,Animal Life Savers Inc.,1,No
