,Unnamed: 0,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,num_cats,cat_id,thirty_days,other_days,spec_needs,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,is_dupe,color_bool,pet_narrative,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool
58,20,Ivory Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Ivory Iris Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
59,21,Ida Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Ida Iris Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
60,22,Ianna Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Ianna Iris Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,False,True,True,False,False,False
61,23,Ivan Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Ivan Iris Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
62,24,Picasso Petunia,0,0,Kitten,Domestic Short Hair,Tabby (Orange / Red),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Picasso Petunia Liberty Humane Society,False,True,False,False,Short,Tabby (Orange / Red),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
63,25,Pepsi Petunia,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Pepsi Petunia Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,False
64,26,Patch Petunia,0,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Patch Petunia Liberty Humane Society,False,True,False,False,Short,Tabby (Brown / Chocolate),False,False,0,False,DSH,Less Than Thirty Days,False,True,True,False,False,False
65,27,Jackson Eo,3,1,Adult,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Male,"Friendly, Affectionate, Loyal, Smart, Independent, Curious, Loves kisses, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Jackson Eo Liberty Humane Society,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,True,3,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
66,28,Kandice Kalmia Eo,0,0,Kitten,Domestic Short Hair Mix,White,Small,Female,"Friendly, Affectionate",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,87.0,Liberty Humane Society,seven_days,1,Kandice Kalmia Eo Liberty Humane Society,False,True,False,False,Short,White,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,True
67,29,Nora Nolana,0,0,Kitten,Domestic Short Hair,Tortoiseshell,Small,Female,"Friendly, Affectionate, Curious, Loves kisses",Yes,Vaccinations up to date.,unknown,,unknown,Short,49.0,Liberty Humane Society,seven_days,1,Nora Nolana Liberty Humane Society,False,True,False,False,Short,Tortoiseshell,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,False,True
68,30,Octavia,3,1,Kitten,American Shorthair Mix,Calico,Medium,Female,"Friendly, Playful, Gentle, Curious",Yes,Vaccinations up to date.,unknown,,unknown,Short,162.0,Whiskers-aGoGo Inc,seven_days,1,Octavia Whiskers-aGoGo Inc,False,True,False,False,Short,Calico,False,True,3,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
69,31,Sheikh,4,0,Young,Bengal Mix,Tabby (Leopard / Spotted),Large,Male,"Friendly, Affectionate, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,198.0,Whiskers-aGoGo Inc,seven_days,1,Sheikh Whiskers-aGoGo Inc,False,True,False,False,Short,Tabby (Leopard / Spotted),False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
70,32,"Favorite Babies-Wonton, Lichee, Sprout & Dumpling",3,0,Kitten,Domestic Short Hair,White,Small,Male,unknown,Yes,,Other cats.,,unknown,,313.0,Brooklyn Animal Action,seven_days,1,"Favorite Babies-Wonton, Lichee, Sprout & Dumpling Brooklyn Animal Action",False,True,False,False,unknown,White,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
71,33,Find the Lost Boys! Adorable Kittens!,3,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,313.0,Brooklyn Animal Action,seven_days,1,Find the Lost Boys! Adorable Kittens! Brooklyn Animal Action,False,True,False,False,unknown,Gray / Blue / Silver,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
72,34,Once Upon a Time Kittens! Wolfe and Haru,3,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,234.0,Brooklyn Animal Action,seven_days,1,Once Upon a Time Kittens! Wolfe and Haru Brooklyn Animal Action,False,True,False,False,unknown,Gray & White,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
73,35,Jack & Ace: A Royal Duo!,3,0,Kitten,Domestic Short Hair Mix,Orange & White,Medium,Male,unknown,Yes,,"Other cats, dogs, children.",,unknown,,155.0,Brooklyn Animal Action,seven_days,1,Jack & Ace: A Royal Duo! Brooklyn Animal Action,False,True,False,False,unknown,Orange & White,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
74,36,Royal and Oakley: Stunning sibling kittens,3,0,Kitten,Russian Blue & Domestic Short Hair Mix,Gray / Blue / Silver,Medium,Female,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,183.0,Brooklyn Animal Action,seven_days,1,Royal and Oakley: Stunning sibling kittens Brooklyn Animal Action,False,True,False,False,unknown,Gray / Blue / Silver,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
75,37,Basil and Sage: Spice Kittens!,3,0,Kitten,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,193.0,Brooklyn Animal Action,seven_days,1,Basil and Sage: Spice Kittens! Brooklyn Animal Action,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
76,38,Thyme and Chive: Spice Kittens!,3,0,Kitten,Domestic Short Hair,unknown,Medium,Male,unknown,Yes,Vaccinations up to date.,"Other cats, children.",,unknown,,187.0,Brooklyn Animal Action,seven_days,1,Thyme and Chive: Spice Kittens! Brooklyn Animal Action,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
77,39,Rosemary and Parsley: Spice Kittens!,3,0,Kitten,Domestic Short Hair,unknown,Medium,Female,unknown,Yes,Vaccinations up to date.,"Other cats, children.",,unknown,,183.0,Brooklyn Animal Action,seven_days,1,Rosemary and Parsley: Spice Kittens! Brooklyn Animal Action,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
78,40,Clarissa Dilute Calico Sweet Beauty!,3,0,Young,Calico,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,197.0,Brooklyn Animal Action,seven_days,1,Clarissa Dilute Calico Sweet Beauty! Brooklyn Animal Action,False,True,False,False,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
79,41,Golden-Eyed Zahara Loving Young Calico,3,0,Young,Calico,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,170.0,Brooklyn Animal Action,seven_days,1,Golden-Eyed Zahara Loving Young Calico Brooklyn Animal Action,False,True,False,False,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
80,42,O-Mazing Olaf! Super Sweet Young Orange!,3,0,Young,Domestic Short Hair,Orange & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,194.0,Brooklyn Animal Action,seven_days,1,O-Mazing Olaf! Super Sweet Young Orange! Brooklyn Animal Action,False,True,False,False,unknown,Orange & White,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
81,43,Jumping Pixel!,3,0,Young,Domestic Short Hair & Tabby Mix,unknown,Medium,Male,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,,234.0,Brooklyn Animal Action,seven_days,1,Jumping Pixel! Brooklyn Animal Action,False,True,False,False,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
82,44,Ben & Jerry: Kittens As sweet as Ice Cream,3,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,265.0,Brooklyn Animal Action,seven_days,1,Ben & Jerry: Kittens As sweet as Ice Cream Brooklyn Animal Action,False,True,False,False,unknown,Black & White / Tuxedo,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
83,45,Simba,6,0,Adult,Domestic Long Hair,Tabby (Brown / Chocolate),Large,Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Funny, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Long,291.0,JerseyCats,seven_days,1,Simba JerseyCats,False,True,False,False,Long,Tabby (Brown / Chocolate),False,False,6,True,DLH,Less Than Thirty Days,True,True,True,True,False,True
84,46,Ziggy,5,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$150.00,unknown,Short,200.0,Hudson County Animal League (HCAL),seven_days,1,Ziggy Hudson County Animal League (HCAL),False,True,False,False,Short,Tabby (Brown / Chocolate),False,False,5,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
85,47,Cecelia Jane (CJ),2,1,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Brave, Curious, Funny, Quiet, Dignified, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,0.0,Eccentric Kittens,seven_days,1,Cecelia Jane (CJ) Eccentric Kittens,False,True,False,True,unknown,Tabby (Buff / Tan / Fawn),False,True,2,True,DSH,Less Than Thirty Days,True,True,False,True,False,True
86,48,Gordita and Chalupa,5,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Brave, Curious, Athletic, Funny, Independent, Quiet, Loves kisses, Dignified, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,0.0,Eccentric Kittens,seven_days,1,Gordita and Chalupa Eccentric Kittens,False,True,False,True,unknown,Black,True,False,5,True,DSH,Less Than Thirty Days,True,True,False,True,False,True
87,49,Willow,0,0,Young,Domestic Short Hair,Black,Medium,Female,"Friendly, Affectionate, Loyal, Brave, Protective, Smart, Independent, Curious, Playful, Dignified, Quiet, Loves kisses, Couch potato, Funny, Athletic, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,0.0,Eccentric Kittens,seven_days,1,Willow Eccentric Kittens,False,True,False,True,unknown,Black,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
88,50,Lulu,0,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Affectionate, Loyal, Gentle, Brave, Protective, Smart, Curious, Playful, Independent, Funny, Athletic, Dignified, Quiet, Friendly, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,0.0,Eccentric Kittens,seven_days,1,Lulu Eccentric Kittens,False,True,False,True,Short,Black,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
89,51,Mr. Man,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,25.0,Eccentric Kittens,seven_days,1,Mr. Man Eccentric Kittens,False,True,False,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,True,False,True
90,52,Gizmo,0,0,Kitten,Domestic Medium Hair & Domestic Long Hair Mix,Buff / Tan / Fawn,Small,Female,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Medium,0.0,Eccentric Kittens,seven_days,1,Gizmo Eccentric Kittens,False,True,False,True,Medium,Buff / Tan / Fawn,False,False,0,False,DLH,Less Than Thirty Days,False,True,False,True,False,True
91,53,Maskitty,0,0,Kitten,Dilute Tortoiseshell & Domestic Short Hair Mix,Dilute Tortoiseshell,Small,Female,"Affectionate, Gentle, Brave, Protective, Smart, Loyal, Friendly, Playful, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,0.0,Eccentric Kittens,seven_days,1,Maskitty Eccentric Kittens,False,True,False,True,unknown,Dilute Tortoiseshell,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
92,54,Happy,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Female,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Independent, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,0.0,Eccentric Kittens,seven_days,1,Happy Eccentric Kittens,False,True,False,True,Short,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
93,55,Aries,0,0,Kitten,Domestic Short Hair,Orange / Red,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Independent, Funny, Athletic, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,0.0,Eccentric Kittens,seven_days,1,Aries Eccentric Kittens,False,True,False,True,Short,Orange / Red,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
94,56,Carly,0,0,Kitten,Domestic Short Hair,Gray & White,Medium,Female,"Friendly, Affectionate, Gentle, Playful, Brave, Curious, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,0.0,Eccentric Kittens,seven_days,1,Carly Eccentric Kittens,False,True,False,True,Short,Gray & White,False,False,0,False,DSH,Less Than Thirty Days,False,True,False,True,False,True
95,57,Yoshi,3,0,Adult,Domestic Short Hair,Tabby (Gray / Blue / Silver),Large,Male,"Friendly, Smart, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,"Other cats, dogs, children.",Short,244.0,Anjellicle Cats Rescue,seven_days,1,Yoshi Anjellicle Cats Rescue,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,3,True,DSH,Less Than Thirty Days,True,True,True,False,True,True
96,58,Avery,5,0,Kitten,Domestic Long Hair,Black,Small,Female,"Friendly, Affectionate, Smart, Funny, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Long,129.0,Infinite Hope,seven_days,1,Avery Infinite Hope,False,True,False,False,Long,Black,False,False,5,True,DLH,Less Than Thirty Days,True,True,True,False,False,True
97,59,Pete,6,0,Kitten,Domestic Short Hair,Orange / Red,Medium,Male,"Friendly, Affectionate, Gentle, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,141.0,Infinite Hope,seven_days,1,Pete Infinite Hope,False,True,False,False,Short,Orange / Red,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
98,60,Tracy,6,0,Kitten,Tuxedo,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,131.0,Infinite Hope,seven_days,1,Tracy Infinite Hope,False,True,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
99,61,Liz,6,0,Kitten,Tortoiseshell,Tortoiseshell,Medium,Female,"Gentle, Playful, Athletic, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,120.0,Infinite Hope,seven_days,1,Liz Infinite Hope,False,True,False,False,Short,Tortoiseshell,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
100,62,Jack,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Large,Male,"Friendly, Affectionate, Playful, Curious, Brave, Smart, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,125.0,Infinite Hope,seven_days,1,Jack Infinite Hope,False,True,False,False,Short,Buff / Tan / Fawn,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
101,63,Romeo and Guero,4,0,Young,Domestic Short Hair,unknown,Medium,Male,"Friendly, Affectionate, Gentle, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Medium,149.0,The Lucky Cat Rescue,seven_days,1,Romeo and Guero The Lucky Cat Rescue,False,True,False,False,Medium,unknown,True,False,4,True,DSH,Less Than Thirty Days,True,False,True,False,False,True
102,64,Jesse,4,0,Senior,Tabby,Gray / Blue / Silver,Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other animals. Humans.,,Other cats.,Medium,62.0,Frankie's Fund for Feline Care and Rescue,seven_days,1,Jesse Frankie's Fund for Feline Care and Rescue,False,True,False,False,Medium,Gray / Blue / Silver,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,True,False
103,65,Crescent,0,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,"Independent, Quiet, Smart",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$150.00,"Dogs, children.",,96.0,Union City Feral Cat Committee,seven_days,1,Crescent Union City Feral Cat Committee,False,True,False,False,unknown,Tabby (Brown / Chocolate),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,True,True
104,66,Toby,4,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Playful, Smart, Brave, Curious, Gentle, Funny",Yes,,unknown,,unknown,,112.0,Union City Feral Cat Committee,seven_days,1,Toby Union City Feral Cat Committee,False,True,False,False,unknown,Tabby (Brown / Chocolate),False,False,4,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
105,67,Panda,0,0,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Male,"Friendly, Playful, Smart, Curious, Independent",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$150.00,Dogs.,,78.0,Union City Feral Cat Committee,seven_days,1,Panda Union City Feral Cat Committee,False,True,False,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,True,True
106,68,Mirage,0,0,Adult,Domestic Short Hair & Tortoiseshell Mix,Tortoiseshell,Medium,Female,"Gentle, Smart, Quiet, Independent, Affectionate, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$150.00,"Dogs, children.",,85.0,Union City Feral Cat Committee,seven_days,1,Mirage Union City Feral Cat Committee,False,True,False,False,unknown,Tortoiseshell,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,True,True
107,69,Finley,6,0,Adult,Domestic Short Hair,Orange & White,Medium,Male,"Friendly, Affectionate, Playful, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Children.,$125.00,Other cats.,Short,111.0,Union City Animal Trust,seven_days,1,Finley Union City Animal Trust,False,True,False,False,Short,Orange & White,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
108,70,Miss Misstoffelees,6,0,Young,Domestic Short Hair,Black,Medium,Female,", Affectionate, Gentle, Playful, Friendly, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,"Dogs, children.",Short,364.0,AdvoCat Rescue,seven_days,1,Miss Misstoffelees AdvoCat Rescue,False,True,False,False,Short,Black,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
109,71,Fries & Mash - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days,1,Fries & Mash - Bonded Brothers AdvoCat Rescue,False,True,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
110,72,Mash & Fries - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days,1,Mash & Fries - Bonded Brothers AdvoCat Rescue,False,True,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
