,cat_name,num_images,num_videos,age,breed,color,sex,characteristics,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,pet_narrative,coat_length_miss,color_miss,color_bool,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool,more_than_1_cat,video,num_pictures,pictures,breed_type,is_dupe,Days_On_Site
1724,Queenie,5,1,Senior,Domestic Short Hair,Black,Female,unknown,"Other cats, children.",,unknown,Short,268.0,Posh Pets Rescue,thirty_days,Queenie Posh Pets Rescue,True,False,True,Short,Black,True,True,False,False,False,True,5,True,DSH,False,Thirty Days Plus
1725,Crystal,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Female,unknown,"Other cats, dogs, children.",,unknown,Short,165.0,Posh Pets Rescue,thirty_days,Crystal Posh Pets Rescue,True,False,True,Short,Black & White / Tuxedo,True,True,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1726,Mirage,6,0,Adult,Domestic Short Hair,Gray & White,Female,unknown,"Other cats, children.",,unknown,Short,224.0,Posh Pets Rescue,thirty_days,Mirage Posh Pets Rescue,True,False,True,Short,Gray & White,True,True,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1727,Grey Goose,5,1,Adult,Tabby,Gray / Blue / Silver,Female,unknown,Children.,,Other cats.,Short,158.0,Posh Pets Rescue,thirty_days,Grey Goose Posh Pets Rescue,True,False,True,Short,Gray / Blue / Silver,True,True,True,False,False,True,5,True,DSH,False,Thirty Days Plus
1728,"Jack, NY",2,0,Senior,Domestic Short Hair Mix,Black & White / Tuxedo,Male,unknown,unknown,,"Dogs, children.",Short,147.0,Hurricane Pets Rescue Inc.,thirty_days,"Jack, NY Hurricane Pets Rescue Inc.",True,False,True,Short,Black & White / Tuxedo,True,False,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1729,"Scribs, NY",2,0,Adult,Domestic Short Hair Mix,Tabby (Tiger Striped),Male,unknown,unknown,,"Dogs, children.",Short,127.0,Hurricane Pets Rescue Inc.,thirty_days,"Scribs, NY Hurricane Pets Rescue Inc.",True,False,True,Short,Tabby (Tiger Striped),True,False,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1730,Nikole,2,0,Kitten,Tabby,White,Female,unknown,"Other cats, dogs, children.",$150.00,unknown,Short,86.0,FOWA,thirty_days,Nikole FOWA,True,False,True,Short,White,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1731,Nigel,5,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Male,unknown,"Other cats, dogs, children.",$149.99,unknown,Short,86.0,FOWA,thirty_days,Nigel FOWA,True,False,True,Short,Gray / Blue / Silver,True,True,False,False,False,False,5,True,DSH,False,Thirty Days Plus
1732,Gerald,3,0,Kitten,Domestic Short Hair,Black,Male,unknown,"Other cats, dogs, children.",,unknown,Short,89.0,FOWA,thirty_days,Gerald FOWA,True,False,True,Short,Black,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1733,Gage,2,0,Kitten,Domestic Short Hair,Black,Male,unknown,"Other cats, dogs, children.",,unknown,Short,89.0,FOWA,thirty_days,Gage FOWA,True,False,True,Short,Black,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1734,Gregor,4,0,Kitten,Domestic Short Hair,Black,Male,unknown,"Other cats, dogs, children.",,unknown,,89.0,FOWA,thirty_days,Gregor FOWA,True,False,True,unknown,Black,True,True,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1735,Georgiana,3,0,Kitten,Domestic Short Hair,Black,Female,unknown,"Other cats, dogs, children.",,unknown,Short,89.0,FOWA,thirty_days,Georgiana FOWA,True,False,True,Short,Black,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1736,Rebecca,3,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Female,unknown,"Other cats, dogs, children.",$150.00,unknown,Short,147.0,FOWA,thirty_days,Rebecca FOWA,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1737,Raya,2,0,Kitten,Tabby,unknown,Male,unknown,"Other cats, dogs, children.",$150.00,unknown,Short,147.0,FOWA,thirty_days,Raya FOWA,True,False,True,Short,unknown,False,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1738,Fields,2,0,Kitten,Tabby,Tabby (Brown / Chocolate),Male,unknown,"Other cats, dogs.",$150.00,Children.,Long,101.0,FOWA,thirty_days,Fields FOWA,True,False,True,Long,Tabby (Brown / Chocolate),True,True,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1739,Gilbert & Sullivan,5,1,Young,Domestic Long Hair & Domestic Short Hair Mix,Black & White / Tuxedo,Male,"loving, playful, active, bonded, sweet, boys, cute, Friendly, Affectionate, Playful","Other cats, children.",,unknown,Long,261.0,Bronx Tails Cat Rescue,thirty_days,Gilbert & Sullivan Bronx Tails Cat Rescue,True,False,True,Long,Black & White / Tuxedo,True,True,False,True,True,True,5,True,DSH,False,Thirty Days Plus
1740,Salem,3,0,Adult,Domestic Short Hair Mix,Black,Male,unknown,unknown,,"Other cats, dogs, children.",Short,57.0,"Fur Friends In Need, Inc.",thirty_days,"Salem Fur Friends In Need, Inc.",True,False,True,Short,Black,True,False,True,False,False,False,3,True,DSH,False,Thirty Days Plus
1741,Jojo,2,1,Adult,Domestic Short Hair & Tabby Mix,unknown,Male,"loving, affectionate, friendly","Other cats, dogs, children.",,unknown,Short,81.0,"Fur Friends In Need, Inc.",thirty_days,"Jojo Fur Friends In Need, Inc.",True,False,True,Short,unknown,False,True,False,True,False,True,2,True,DSH,True,Thirty Days Plus
1742,Percy,3,0,Adult,Domestic Short Hair,Gray & White,Male,"Friendly, Affectionate, Playful",unknown,,Dogs.,Short,137.0,Cat Assistance Inc.,thirty_days,Percy Cat Assistance Inc.,True,False,True,Short,Gray & White,True,False,True,True,False,False,3,True,DSH,True,Thirty Days Plus
1743,Louise,2,0,Adult,Tuxedo,Black & White / Tuxedo,Female,"Curious, Smart, Affectionate, Playful",unknown,,unknown,Short,33.0,Cat Assistance Inc.,thirty_days,Louise Cat Assistance Inc.,True,False,True,Short,Black & White / Tuxedo,True,False,False,True,False,False,2,True,DSH,False,Thirty Days Plus
1744,Molly,0,0,Adult,Domestic Short Hair,Gray & White,Female,unknown,unknown,,unknown,,38.0,Cat Assistance Inc.,thirty_days,Molly Cat Assistance Inc.,True,False,True,unknown,Gray & White,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1745,Fiona,2,0,Young,Domestic Short Hair,Black & White / Tuxedo,Female,unknown,unknown,,unknown,,49.0,Cat Assistance Inc.,thirty_days,Fiona Cat Assistance Inc.,True,False,True,unknown,Black & White / Tuxedo,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1746,Dante & Virgil,2,0,Adult,Domestic Short Hair,unknown,Male,unknown,unknown,,unknown,Short,41.0,Cat Assistance Inc.,thirty_days,Dante & Virgil Cat Assistance Inc.,True,False,True,Short,unknown,False,False,False,False,True,False,2,True,DSH,False,Thirty Days Plus
1747,Oliver & princess,3,0,Young,Domestic Short Hair,unknown,Male,unknown,unknown,,unknown,Short,34.0,Cat Assistance Inc.,thirty_days,Oliver & princess Cat Assistance Inc.,True,False,True,Short,unknown,False,False,False,False,True,False,3,True,DSH,False,Thirty Days Plus
1748,Patch & Gorda,2,0,Adult,Domestic Short Hair,unknown,Male,unknown,unknown,,unknown,Short,35.0,Cat Assistance Inc.,thirty_days,Patch & Gorda Cat Assistance Inc.,True,False,True,Short,unknown,False,False,False,False,True,False,2,True,DSH,False,Thirty Days Plus
1749,Clover,0,0,Adult,Tortoiseshell,Tortoiseshell,Female,unknown,unknown,,unknown,,19.0,Pequannock Animal Shelter,thirty_days,Clover Pequannock Animal Shelter,True,False,True,unknown,Tortoiseshell,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1750,Pebbles,0,0,Adult,Tuxedo,unknown,Female,unknown,unknown,,unknown,Medium,17.0,Pequannock Animal Shelter,thirty_days,Pebbles Pequannock Animal Shelter,True,False,True,Medium,unknown,False,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1751,Pumpkin,2,0,Young,Dilute Calico,Calico,Female,unknown,unknown,,unknown,,36.0,Pequannock Animal Shelter,thirty_days,Pumpkin Pequannock Animal Shelter,True,False,True,unknown,Calico,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1752,Tudor,2,0,Young,Tuxedo,Black & White / Tuxedo,Male,unknown,unknown,,unknown,,15.0,Pequannock Animal Shelter,thirty_days,Tudor Pequannock Animal Shelter,True,False,True,unknown,Black & White / Tuxedo,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1753,Merlot,3,0,Kitten,Domestic Short Hair,Black,Male,unknown,unknown,,unknown,Short,202.0,Bobbi & the Strays,thirty_days,Merlot Bobbi & the Strays,True,False,True,Short,Black,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1754,DeeDee,3,0,Kitten,Domestic Short Hair,Black,Female,unknown,unknown,,unknown,Short,88.0,Bobbi & the Strays,thirty_days,DeeDee Bobbi & the Strays,True,False,True,Short,Black,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1755,BeeBee,4,0,Kitten,Domestic Short Hair,Black,Female,unknown,unknown,,unknown,Short,88.0,Bobbi & the Strays,thirty_days,BeeBee Bobbi & the Strays,True,False,True,Short,Black,True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1756,Bahama,4,0,Young,Domestic Short Hair,Black & White / Tuxedo,Female,unknown,unknown,,unknown,Short,135.0,Bobbi & the Strays,thirty_days,Bahama Bobbi & the Strays,True,False,True,Short,Black & White / Tuxedo,True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1757,Diego,6,0,Senior,Domestic Short Hair,Tabby (Gray / Blue / Silver),Male,unknown,Other cats.,,unknown,Short,142.0,Bobbi & the Strays,thirty_days,Diego Bobbi & the Strays,True,False,True,Short,Tabby (Gray / Blue / Silver),True,True,False,False,False,False,6,True,DSH,False,Thirty Days Plus
1758,Bob Mackie,2,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Male,unknown,"Other cats, children.",,unknown,Short,48.0,S.A.R.A. Inc.,thirty_days,Bob Mackie S.A.R.A. Inc.,True,False,True,Short,Black & White / Tuxedo,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1759,Raisinet,2,0,Kitten,Domestic Short Hair,Black,Female,unknown,"Other cats, children.",,unknown,Short,70.0,S.A.R.A. Inc.,thirty_days,Raisinet S.A.R.A. Inc.,True,False,True,Short,Black,True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1760,Tootsie Roll,0,0,Kitten,Domestic Short Hair,Black,Female,unknown,"Other cats, children.",,unknown,Short,71.0,S.A.R.A. Inc.,thirty_days,Tootsie Roll S.A.R.A. Inc.,True,False,True,Short,Black,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1761,URGENT!Suzie Loo needs a home/foster!!!,5,1,Adult,Domestic Short Hair & Tabby Mix,Orange / Red,Female,"gentle, loving",unknown,,unknown,Short,220.0,S.A.R.A. Inc.,thirty_days,URGENT!Suzie Loo needs a home/foster!!! S.A.R.A. Inc.,True,False,True,Short,Orange / Red,True,False,False,True,False,True,5,True,DSH,False,Thirty Days Plus
1762,Corinne,5,1,Young,Domestic Medium Hair & Dilute Tortoiseshell Mix,Dilute Tortoiseshell,Female,"loving, sweet, easy",Other cats.,,unknown,Short,162.0,S.A.R.A. Inc.,thirty_days,Corinne S.A.R.A. Inc.,True,False,True,Short,Dilute Tortoiseshell,True,True,False,True,False,True,5,True,DSH,False,Thirty Days Plus
1763,Emergency Checkers needs a home/foster! Losing foster home!,5,1,Young,Domestic Short Hair,Black & White / Tuxedo,Male,"sweet, playful, loving, smart",unknown,,unknown,Short,565.0,S.A.R.A. Inc.,thirty_days,Emergency Checkers needs a home/foster! Losing foster home! S.A.R.A. Inc.,True,False,True,Short,Black & White / Tuxedo,True,False,False,True,False,True,5,True,DSH,True,Thirty Days Plus
1764,Very urgent! Giselle needs a foster! losing her foster home!!,3,1,Adult,Domestic Short Hair & Tabby Mix,Brown / Chocolate,Female,"sweet, cranky, adorable",unknown,,Other cats.,Short,163.0,S.A.R.A. Inc.,thirty_days,Very urgent! Giselle needs a foster! losing her foster home!! S.A.R.A. Inc.,True,False,True,Short,Brown / Chocolate,True,False,True,True,False,True,3,True,DSH,False,Thirty Days Plus
1765,Diamond ....not one inquiry!!!,4,0,Adult,Tortoiseshell & Domestic Short Hair Mix,Tortoiseshell,Female,"sweet, vocal",Other cats.,,unknown,Short,116.0,S.A.R.A. Inc.,thirty_days,Diamond ....not one inquiry!!! S.A.R.A. Inc.,True,False,True,Short,Tortoiseshell,True,True,False,True,False,False,4,True,DSH,False,Thirty Days Plus
1766,Bronson- One eyed gentleman,6,0,Young,Tabby & Domestic Short Hair Mix,Brown / Chocolate,Male,"PLayful, gentle, sweet","Other cats, dogs.",,unknown,Short,216.0,S.A.R.A. Inc.,thirty_days,Bronson- One eyed gentleman S.A.R.A. Inc.,True,False,True,Short,Brown / Chocolate,True,True,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1767,Lewis,5,1,Senior,Domestic Short Hair,Tabby (Tiger Striped),Male,"Quiet, sweet, loving, Brave, Gentle","Other cats, children.",,unknown,Short,235.0,S.A.R.A. Inc.,thirty_days,Lewis S.A.R.A. Inc.,True,False,True,Short,Tabby (Tiger Striped),True,True,False,True,False,True,5,True,DSH,False,Thirty Days Plus
1768,Marnie,4,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Female,"Loving, gentle, attentive, sweet adorable","Other cats, children.",,unknown,Short,111.0,S.A.R.A. Inc.,thirty_days,Marnie S.A.R.A. Inc.,True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,4,True,DSH,True,Thirty Days Plus
1769,POKI,4,0,Kitten,Domestic Medium Hair,Black & White / Tuxedo,Male,"Friendly, Affectionate, Playful, Curious, Funny, Athletic, Gentle","Other cats, children.",,unknown,Medium,143.0,The National Foundation for Animal Rescue,thirty_days,POKI The National Foundation for Animal Rescue,True,False,True,Medium,Black & White / Tuxedo,True,True,False,True,False,False,4,True,Other,False,Thirty Days Plus
1770,SMOKI,4,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Male,"Friendly, Affectionate, Playful, Curious, Funny, Athletic","Other cats, children.",,unknown,Short,117.0,The National Foundation for Animal Rescue,thirty_days,SMOKI The National Foundation for Animal Rescue,True,False,True,Short,Gray / Blue / Silver,True,True,False,True,False,False,4,True,DSH,False,Thirty Days Plus
1771,LIAM,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Male,"LOVING, SOCIAL, PLAYFUL, Friendly, Affectionate, Smart, Curious, Funny, Athletic, Playful, Loves kisses","Other cats, children.",,unknown,Short,130.0,The National Foundation for Animal Rescue,thirty_days,LIAM The National Foundation for Animal Rescue,True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1772,LILLY,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Female,"LOVING, SOCIAL, PLAYFUL, Friendly, Affectionate, Smart, Brave, Curious, Loves kisses, Funny, Playful, Athletic","Other cats, children.",,unknown,Short,125.0,The National Foundation for Animal Rescue,thirty_days,LILLY The National Foundation for Animal Rescue,True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,6,True,DSH,False,Thirty Days Plus
1773,RUSTY,3,0,Adult,Domestic Short Hair,Tabby (Orange / Red),Male,"SWEET, GENTLE",Other cats.,,unknown,Short,174.0,The National Foundation for Animal Rescue,thirty_days,RUSTY The National Foundation for Animal Rescue,True,False,True,Short,Tabby (Orange / Red),True,True,False,True,False,False,3,True,DSH,True,Thirty Days Plus
1774,Katie,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Female,"Playful, Friendly",Other cats.,,unknown,Short,26.0,S.A.R.A. Inc.,thirty_days,Katie S.A.R.A. Inc.,True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,0,False,DSH,False,Thirty Days Plus
1775,Emily,0,0,Kitten,Domestic Short Hair,Black,Female,"Playful, Friendly",Other cats.,,unknown,Short,26.0,S.A.R.A. Inc.,thirty_days,Emily S.A.R.A. Inc.,True,False,True,Short,Black,True,True,False,True,False,False,0,False,DSH,False,Thirty Days Plus
1776,Snickers,4,0,Young,Calico,Calico,Female,unknown,Other cats.,,unknown,Short,86.0,S.A.R.A. Inc.,thirty_days,Snickers S.A.R.A. Inc.,True,False,True,Short,Calico,True,True,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1777,3 legged Clyde,3,0,Adult,Domestic Short Hair,Orange / Red,Male,sweet gentle loving,Other cats.,,unknown,,254.0,S.A.R.A. Inc.,thirty_days,3 legged Clyde S.A.R.A. Inc.,True,False,True,unknown,Orange / Red,True,True,False,True,False,False,3,True,DSH,False,Thirty Days Plus
1778,Barbosa,4,0,Adult,Domestic Short Hair & Tiger Mix,Gray / Blue / Silver,Male,unknown,"Other cats, dogs.",,Children.,Short,72.0,S.A.R.A. Inc.,thirty_days,Barbosa S.A.R.A. Inc.,True,False,True,Short,Gray / Blue / Silver,True,True,True,False,False,False,4,True,DSH,False,Thirty Days Plus
1779,Hank,3,0,Adult,Domestic Short Hair,Buff / Tan / Fawn,Male,unknown,unknown,,unknown,Short,79.0,S.A.R.A. Inc.,thirty_days,Hank S.A.R.A. Inc.,True,False,True,Short,Buff / Tan / Fawn,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1780,Clinton,0,0,Adult,Domestic Short Hair,Tabby (Orange / Red),Male,unknown,unknown,,unknown,Short,57.0,S.A.R.A. Inc.,thirty_days,Clinton S.A.R.A. Inc.,True,False,True,Short,Tabby (Orange / Red),True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1781,Haley,0,0,Adult,Tortoiseshell,Tortoiseshell,Female,unknown,unknown,,unknown,Short,71.0,S.A.R.A. Inc.,thirty_days,Haley S.A.R.A. Inc.,True,False,True,Short,Tortoiseshell,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1782,Simba,3,0,Adult,Tabby & Domestic Short Hair Mix,Gray / Blue / Silver,Male,unknown,unknown,,unknown,Short,124.0,S.A.R.A. Inc.,thirty_days,Simba S.A.R.A. Inc.,True,False,True,Short,Gray / Blue / Silver,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1783,Mheetu,3,0,Adult,Domestic Short Hair & Tiger Mix,Orange & White,Male,unknown,unknown,,unknown,Short,160.0,S.A.R.A. Inc.,thirty_days,Mheetu S.A.R.A. Inc.,True,False,True,Short,Orange & White,True,False,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1784,Holly,2,0,Adult,Tortoiseshell & Domestic Short Hair Mix,Tortoiseshell,Female,unknown,unknown,,unknown,Short,218.0,S.A.R.A. Inc.,thirty_days,Holly S.A.R.A. Inc.,True,False,True,Short,Tortoiseshell,True,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1785,Weebo,0,0,Adult,Domestic Short Hair & Tortoiseshell Mix,Gray & White,Female,unknown,unknown,,Children.,Short,169.0,S.A.R.A. Inc.,thirty_days,Weebo S.A.R.A. Inc.,True,False,True,Short,Gray & White,True,False,True,False,False,False,0,False,DSH,False,Thirty Days Plus
1786,Tonka,0,0,Young,Siamese & Tabby Mix,unknown,Male,unknown,unknown,,unknown,,33.0,Alan Purcell Wayne Township Animal Shelter,thirty_days,Tonka Alan Purcell Wayne Township Animal Shelter,True,False,True,unknown,unknown,False,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1787,Mittens,2,0,Adult,Domestic Short Hair,unknown,Male,unknown,unknown,,unknown,Short,52.0,Alan Purcell Wayne Township Animal Shelter,thirty_days,Mittens Alan Purcell Wayne Township Animal Shelter,True,False,True,Short,unknown,False,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1788,Aspen,0,0,Young,Tabby,unknown,Male,unknown,unknown,,unknown,Short,92.0,Alan Purcell Wayne Township Animal Shelter,thirty_days,Aspen Alan Purcell Wayne Township Animal Shelter,True,False,True,Short,unknown,False,False,False,False,False,False,0,False,DSH,True,Thirty Days Plus
1789,Yoda,0,0,Adult,Domestic Short Hair,unknown,Male,unknown,unknown,,unknown,Short,58.0,Alan Purcell Wayne Township Animal Shelter,thirty_days,Yoda Alan Purcell Wayne Township Animal Shelter,True,False,True,Short,unknown,False,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1790,Margeaux,2,0,Young,Domestic Short Hair,unknown,Female,unknown,unknown,,unknown,Short,30.0,Alan Purcell Wayne Township Animal Shelter,thirty_days,Margeaux Alan Purcell Wayne Township Animal Shelter,True,False,True,Short,unknown,False,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1791,Cocoa,0,0,Adult,Domestic Medium Hair,unknown,Female,unknown,unknown,,unknown,Medium,23.0,Alan Purcell Wayne Township Animal Shelter,thirty_days,Cocoa Alan Purcell Wayne Township Animal Shelter,True,False,True,Medium,unknown,False,False,False,False,False,False,0,False,Other,False,Thirty Days Plus
1792,Maeve,2,0,Young,Tortoiseshell,unknown,Female,unknown,unknown,,unknown,Short,46.0,Alan Purcell Wayne Township Animal Shelter,thirty_days,Maeve Alan Purcell Wayne Township Animal Shelter,True,False,True,Short,unknown,False,False,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1793,Barry (a/k/a Lefty),5,0,Young,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Male,"Gentle, Affectionate, Friendly, Couch potato, Smart",unknown,,unknown,Short,166.0,Pet Rescue,thirty_days,Barry (a/k/a Lefty) Pet Rescue,True,False,True,Short,Tabby (Gray / Blue / Silver),True,False,False,True,False,False,5,True,DSH,False,Thirty Days Plus
1794,Rafael,4,0,Adult,Domestic Short Hair Mix,Black & White / Tuxedo,Male,"Friendly, Affectionate, Loyal, Playful, Gentle, Curious, Smart",Other cats.,,unknown,Short,133.0,Pet Rescue,thirty_days,Rafael Pet Rescue,True,False,True,Short,Black & White / Tuxedo,True,True,False,True,False,False,4,True,DSH,False,Thirty Days Plus
1795,Elliot,2,0,Young,Domestic Short Hair,Tabby (Brown / Chocolate),Male,unknown,"Other cats, children.",,unknown,Short,86.0,Pet Rescue,thirty_days,Elliot Pet Rescue,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1796,Trixy,3,0,Young,Domestic Short Hair,Tabby (Tiger Striped),Female,unknown,"Other cats, children.",,unknown,Short,59.0,Pet Rescue,thirty_days,Trixy Pet Rescue,True,False,True,Short,Tabby (Tiger Striped),True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1797,Liam and Lip,3,0,Kitten,Domestic Short Hair Mix,Black,Male,", Friendly, Affectionate, Playful, Smart, Curious, Gentle","Other cats, children.",,unknown,Short,116.0,Pet Rescue,thirty_days,Liam and Lip Pet Rescue,True,False,True,Short,Black,True,True,False,True,True,False,3,True,DSH,False,Thirty Days Plus
1798,Archie - Courtesy Listing,0,0,Adult,Domestic Short Hair Mix,Black,Male,unknown,unknown,,unknown,Short,70.0,Pet Rescue,thirty_days,Archie - Courtesy Listing Pet Rescue,True,False,True,Short,Black,True,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1799,Eddie,0,0,Adult,Domestic Short Hair Mix,Tabby (Brown / Chocolate),Male,unknown,Other cats.,,unknown,,113.0,Pet Rescue,thirty_days,Eddie Pet Rescue,True,False,True,unknown,Tabby (Brown / Chocolate),True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1800,Lizzie,4,0,Young,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Female,", Friendly, Affectionate, Smart, Playful","Other cats, children.",,unknown,Short,99.0,Pet Rescue,thirty_days,Lizzie Pet Rescue,True,False,True,Short,Tabby (Gray / Blue / Silver),True,True,False,True,False,False,4,True,DSH,False,Thirty Days Plus
1801,Frankie,3,0,Young,Domestic Short Hair,Gray & White,Male,unknown,Children.,,unknown,Short,102.0,Pet Rescue,thirty_days,Frankie Pet Rescue,True,False,True,Short,Gray & White,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1802,Gia,4,0,Young,Domestic Short Hair & Russian Blue Mix,Gray & White,Female,unknown,unknown,,unknown,Short,72.0,Pet Rescue,thirty_days,Gia Pet Rescue,True,False,True,Short,Gray & White,True,False,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1803,Nico,0,0,Young,Domestic Short Hair Mix,Tabby (Brown / Chocolate),Male,unknown,Dogs.,,Children.,Short,107.0,Pet Rescue,thirty_days,Nico Pet Rescue,True,False,True,Short,Tabby (Brown / Chocolate),True,True,True,False,False,False,0,False,DSH,False,Thirty Days Plus
1804,Calypso,3,0,Senior,Domestic Short Hair Mix,Black,Male,unknown,Other cats.,,unknown,Short,77.0,Pet Rescue,thirty_days,Calypso Pet Rescue,True,False,True,Short,Black,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1805,Bandit,3,0,Young,Domestic Short Hair Mix,Black,Male,unknown,Other cats.,,unknown,Short,81.0,Pet Rescue,thirty_days,Bandit Pet Rescue,True,False,True,Short,Black,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1806,Chloe,3,0,Adult,Domestic Short Hair Mix,Dilute Calico,Female,unknown,unknown,,Other cats.,,144.0,Pet Rescue,thirty_days,Chloe Pet Rescue,True,False,True,unknown,Dilute Calico,True,False,True,False,False,False,3,True,DSH,False,Thirty Days Plus
1807,Willow,2,0,Young,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Female,unknown,"Other cats, children.",,unknown,Short,96.0,Pet Rescue,thirty_days,Willow Pet Rescue,True,False,True,Short,Tabby (Buff / Tan / Fawn),True,True,False,False,False,False,2,True,DSH,False,Thirty Days Plus
1808,Elli,2,0,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Female,unknown,Other cats.,,Dogs.,Short,173.0,Pet Rescue,thirty_days,Elli Pet Rescue,True,False,True,Short,Black & White / Tuxedo,True,True,True,False,False,False,2,True,DSH,False,Thirty Days Plus
1809,Foster a Cat!,0,0,Kitten,Domestic Long Hair & Domestic Short Hair Mix,unknown,Female,unknown,unknown,,unknown,,0.0,Pet Rescue,thirty_days,Foster a Cat! Pet Rescue,True,True,False,unknown,unknown,False,False,False,False,False,False,0,False,DSH,False,Thirty Days Plus
1810,Serrano,3,0,Kitten,Domestic Short Hair,Black,Female,unknown,Other cats.,,unknown,Short,169.0,Animal Rescue Force,thirty_days,Serrano Animal Rescue Force,True,False,True,Short,Black,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1811,Habanero,3,0,Kitten,Domestic Short Hair & Tortoiseshell Mix,Tortoiseshell,Female,unknown,Other cats.,,unknown,Short,169.0,Animal Rescue Force,thirty_days,Habanero Animal Rescue Force,True,False,True,Short,Tortoiseshell,True,True,False,False,False,False,3,True,DSH,False,Thirty Days Plus
1812,Poblano,4,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Female,unknown,Other cats.,,unknown,Short,167.0,Animal Rescue Force,thirty_days,Poblano Animal Rescue Force,True,False,True,Short,Tabby (Brown / Chocolate),True,True,False,False,False,False,4,True,DSH,False,Thirty Days Plus
1813,Socks,0,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Male,unknown,Other cats.,,unknown,Short,103.0,Animal Rescue Force,thirty_days,Socks Animal Rescue Force,True,False,True,Short,Black & White / Tuxedo,True,True,False,False,False,False,0,False,DSH,False,Thirty Days Plus
